Fiscal Year,Year,Quarter,Month,Date,DCA Entity,License Type Code,License Type,Transaction Code,Application Type,Target Cycle Time Complete Applications,Volume Complete Applications,Cycle Time Complete Applications,Volume Incomplete Applications,Cycle Time Incomplete Applications,Volume Renewal Applications,Cycle Time Renewal Applications,Comment,Website
6/30/2022,2022,Q1,July,7/31/2021,California State Board of Pharmacy,APH,Advanced Practice Pharmacist,Renewal Application Complete,Renewal Application Complete,0,0,0,0,0,38,3,,
6/30/2022,2022,Q1,July,7/31/2021,California State Board of Pharmacy,APH,Advanced Practice Pharmacist,Renewal Application Incomplete,Renewal Application Incomplete,0,0,0,0,0,1,38,,
6/30/2022,2022,Q1,September,9/30/2021,California State Board of Pharmacy,ADD,Automated Drug Delivery System,N/A,Automated Drug Delivery System Application,30,0,0,11,66,0,0,The period of time measured for this application type includes a required pre-licensure inspection.,
6/30/2022,2022,Q1,August,8/31/2021,California State Board of Pharmacy,ADD,Automated Drug Delivery System,N/A,Automated Drug Delivery System Application,30,0,0,28,74,0,0,The period of time measured for this application type includes a required pre-licensure inspection.,
6/30/2022,2022,Q1,July,7/31/2021,California State Board of Pharmacy,ADD,Automated Drug Delivery System,N/A,Automated Drug Delivery System Application,30,0,0,17,136,0,0,The period of time measured for this application type includes a required pre-licensure inspection.,
6/30/2022,2022,Q1,September,9/30/2021,California State Board of Pharmacy,ADE,Automated Drug Delivery System EMS,N/A,Automated Drug Delivery System Ems Application,30,0,0,0,0,0,0,,
6/30/2022,2022,Q1,August,8/31/2021,California State Board of Pharmacy,ADE,Automated Drug Delivery System EMS,N/A,Automated Drug Delivery System Ems Application,30,0,0,0,0,0,0,,
6/30/2022,2022,Q1,July,7/31/2021,California State Board of Pharmacy,ADE,Automated Drug Delivery System EMS,N/A,Automated Drug Delivery System EMS Application,30,0,0,0,0,0,0,,
6/30/2022,2022,Q1,September,9/30/2021,California State Board of Pharmacy,ADC,Automated Patient Dispensing System 340B Clinic,N/A,Automated Patient Dispensing System 340B Clinic Application,30,0,0,0,0,0,0,The period of time measured for this application type includes a required pre-licensure inspection.,
6/30/2022,2022,Q1,August,8/31/2021,California State Board of Pharmacy,ADC,Automated Patient Dispensing System 340B Clinic,N/A,Automated Patient Dispensing System 340B Clinic Application,30,0,0,0,0,0,0,The period of time measured for this application type includes a required pre-licensure inspection.,
6/30/2022,2022,Q1,July,7/31/2021,California State Board of Pharmacy,ADC,Automated Patient Dispensing System 340B Clinic,N/A,Automated Patient Dispensing System 340B Clinic Application,30,0,0,0,0,0,0,The period of time measured for this application type includes a required pre-licensure inspection.,
6/30/2022,2022,Q1,September,9/30/2021,California State Board of Pharmacy,CHP/CHE,Centralized Hospital Packaging,N/A,Centralized Hospital Packaging Pharmacy License Application,45,0,0,0,0,0,0,The period of time measured for this application type includes a required pre-licensure inspection.,
6/30/2022,2022,Q1,August,8/31/2021,California State Board of Pharmacy,CHP/CHE,Centralized Hospital Packaging,N/A,Centralized Hospital Packaging Pharmacy License Application,45,0,0,0,0,0,0,The period of time measured for this application type includes a required pre-licensure inspection.,
6/30/2022,2022,Q1,July,7/31/2021,California State Board of Pharmacy,CHP/CHE,Centralized Hospital Packaging,N/A,Centralized Hospital Packaging Pharmacy License Application,45,0,0,0,0,0,0,The period of time measured for this application type includes a required pre-licensure inspection.,
6/30/2022,2022,Q1,July,7/31/2021,California State Board of Pharmacy,CHP/CHE,Centralized Hospital Packaging,Renewal Application Complete,Renewal Application Complete,0,0,0,0,0,0,0,The period of time measured for this application type includes a required pre-licensure renewal inspection.,
6/30/2022,2022,Q1,July,7/31/2021,California State Board of Pharmacy,CHP/CHE,Centralized Hospital Packaging,Renewal Application Incomplete,Renewal Application Incomplete,0,0,0,0,0,4,16,,
6/30/2022,2022,Q1,September,9/30/2021,California State Board of Pharmacy,CLN/CLE,Clinic,N/A,Clinic Permit Application,30,4,59,14,216,0,0,,
6/30/2022,2022,Q1,August,8/31/2021,California State Board of Pharmacy,CLN/CLE,Clinic,N/A,Clinic Permit Application,30,0,0,2,224,0,0,,
6/30/2022,2022,Q1,July,7/31/2021,California State Board of Pharmacy,CLN/CLE,Clinic,N/A,Clinic Permit Application,30,3,28,3,97,0,0,,
6/30/2022,2022,Q1,September,9/30/2021,California State Board of Pharmacy,CLN/CLE,Clinic Permits,Renewal Application Complete,Renewal Application Complete,0,0,0,0,0,73,3,,
6/30/2022,2022,Q1,September,9/30/2021,California State Board of Pharmacy,CLN/CLE,Clinic Permits,Renewal Application Incomplete,Renewal Application Incomplete,0,0,0,0,0,11,19,,
6/30/2022,2022,Q1,August,8/31/2021,California State Board of Pharmacy,CLN/CLE,Clinic Permits,Renewal Application Complete,Renewal Application Complete,0,0,0,0,0,136,4,,
6/30/2022,2022,Q1,August,8/31/2021,California State Board of Pharmacy,CLN/CLE,Clinic Permits,Renewal Application Incomplete,Renewal Application Incomplete,0,0,0,0,0,20,35,,
6/30/2022,2022,Q1,July,7/31/2021,California State Board of Pharmacy,CLN/CLE,Clinic Permits,Renewal Application Complete,Renewal Application Complete,0,0,0,0,0,158,2,,
6/30/2022,2022,Q1,July,7/31/2021,California State Board of Pharmacy,CLN/CLE,Clinic Permits,Renewal Application Incomplete,Renewal Application Incomplete,0,0,0,0,0,8,22,,
6/30/2022,2022,Q1,September,9/30/2021,California State Board of Pharmacy,DPM,Designated Paramedic,N/A,Application For Designated Paramedic,30,0,0,0,0,0,0,,
6/30/2022,2022,Q1,August,8/31/2021,California State Board of Pharmacy,DPM,Designated Paramedic,N/A,Application For Designated Paramedic,30,0,0,0,0,0,0,,
6/30/2022,2022,Q1,August,8/31/2021,California State Board of Pharmacy,DPM,Designated Paramedic,Renewal Application Complete,Renewal Application Complete,0,0,0,0,0,1,6,,
6/30/2022,2022,Q1,August,8/31/2021,California State Board of Pharmacy,DPM,Designated Paramedic,Renewal Application Incomplete,Renewal Application Incomplete,0,0,0,0,0,0,0,,
6/30/2022,2022,Q1,July,7/31/2021,California State Board of Pharmacy,DPM,Designated Paramedic,N/A,Application For Designated Paramedic,30,0,0,0,0,0,0,,
6/30/2022,2022,Q1,September,9/30/2021,California State Board of Pharmacy,DRL,Designated Representative - 3PL,Renewal Application Complete,Renewal Application Complete,0,0,0,0,0,15,3,,
6/30/2022,2022,Q1,September,9/30/2021,California State Board of Pharmacy,DRL,Designated Representative - 3PL,Renewal Application Incomplete,Renewal Application Incomplete,0,0,0,0,0,0,0,,
6/30/2022,2022,Q1,August,8/31/2021,California State Board of Pharmacy,DRL,Designated Representative - 3PL,Renewal Application Complete,Renewal Application Complete,0,0,0,0,0,39,3,,
6/30/2022,2022,Q1,August,8/31/2021,California State Board of Pharmacy,DRL,Designated Representative - 3PL,Renewal Application Incomplete,Renewal Application Incomplete,0,0,0,0,0,2,28,,
6/30/2022,2022,Q1,July,7/31/2021,California State Board of Pharmacy,DRL,Designated Representative - 3PL,Renewal Application Complete,Renewal Application Complete,0,0,0,0,0,38,2,,
6/30/2022,2022,Q1,July,7/31/2021,California State Board of Pharmacy,DRL,Designated Representative - 3PL,Renewal Application Incomplete,Renewal Application Incomplete,0,0,0,0,0,0,0,,
6/30/2022,2022,Q1,September,9/30/2021,California State Board of Pharmacy,DRL,Designated Representative – 3PL,N/A,Application for Designated Representative – Representative – 3PL,30,1,47,9,178,0,0,,
6/30/2022,2022,Q1,August,8/31/2021,California State Board of Pharmacy,DRL,Designated Representative – 3PL,N/A,Application For Designated Representative – Representative – 3Pl,30,0,0,5,106,0,0,,
6/30/2022,2022,Q1,July,7/31/2021,California State Board of Pharmacy,DRL,Designated Representative – 3PL,N/A,Application for Designated Representative – Representative – 3PL,30,0,0,3,109,0,0,,
6/30/2022,2022,Q1,September,9/30/2021,California State Board of Pharmacy,DRR,Designated Representative – Reverse Distributor,N/A,Application For Designated Representative –Reverse Distributor,30,0,0,0,0,0,0,,
6/30/2022,2022,Q1,August,8/31/2021,California State Board of Pharmacy,DRR,Designated Representative – Reverse Distributor,N/A,Application For Designated Representative –Reverse Distributor,30,0,0,0,0,0,0,,
6/30/2022,2022,Q1,July,7/31/2021,California State Board of Pharmacy,DRR,Designated Representative – Reverse Distributor,N/A,Application For Designated Representative –Reverse Distributor,30,0,0,0,0,0,0,,
6/30/2022,2022,Q1,September,9/30/2021,California State Board of Pharmacy,EXV,Designated Representative – Veterinary Food- Animal Drug Retailer,N/A,Designated Representative – Veterinary Food-Animal Drug Retailer Application,30,0,0,0,0,0,0,,
6/30/2022,2022,Q1,August,8/31/2021,California State Board of Pharmacy,EXV,Designated Representative – Veterinary Food- Animal Drug Retailer,N/A,Designated Representative – Veterinary Food-Animal Drug Retailer Application,30,0,0,0,0,0,0,,
6/30/2022,2022,Q1,July,7/31/2021,California State Board of Pharmacy,EXV,Designated Representative – Veterinary Food- Animal Drug Retailer,N/A,Designated Representative – Veterinary Food-Animal Drug Retailer Application,30,0,0,0,0,0,0,,
6/30/2022,2022,Q1,September,9/30/2021,California State Board of Pharmacy,EXC,Designated Representative - Wholesaler,N/A,Application For A Designated Representative License,30,4,60,28,161,0,0,,
6/30/2022,2022,Q1,August,8/31/2021,California State Board of Pharmacy,EXC,Designated Representative - Wholesaler,N/A,Application For A Designated Representative License,30,7,68,31,107,0,0,,
6/30/2022,2022,Q1,July,7/31/2021,California State Board of Pharmacy,EXC,Designated Representative - Wholesaler,N/A,Application For A Designated Representative License,30,9,42,41,135,0,0,,
6/30/2022,2022,Q1,September,9/30/2021,California State Board of Pharmacy,DRM/DRE,Drug Room,N/A,Drug Room Application,30,0,0,0,0,0,0,,
6/30/2022,2022,Q1,August,8/31/2021,California State Board of Pharmacy,DRM/DRE,Drug Room,N/A,Drug Room Application,30,0,0,1,140,0,0,,
6/30/2022,2022,Q1,August,8/31/2021,California State Board of Pharmacy,DRM/DRE,Drug Room,Renewal Application Complete,Renewal Application Complete,0,0,0,0,0,3,2,,
6/30/2022,2022,Q1,August,8/31/2021,California State Board of Pharmacy,DRM/DRE,Drug Room,Renewal Application Incomplete,Renewal Application Incomplete,0,0,0,0,0,0,0,,
6/30/2022,2022,Q1,July,7/31/2021,California State Board of Pharmacy,DRM/DRE,Drug Room,N/A,Drug Room Application,30,0,0,0,0,0,0,,
6/30/2022,2022,Q1,July,7/31/2021,California State Board of Pharmacy,DRM/DRE,Drug Room,Renewal Application Complete,Renewal Application Complete,0,0,0,0,0,1,1,,
6/30/2022,2022,Q1,July,7/31/2021,California State Board of Pharmacy,DRM/DRE,Drug Room,Renewal Application Incomplete,Renewal Application Incomplete,0,0,0,0,0,0,0,,
6/30/2022,2022,Q1,September,9/30/2021,California State Board of Pharmacy,HSP/HPE,Hospital,N/A,Hospital Pharmacy Permit Application,30,1,1,0,0,0,0,,
6/30/2022,2022,Q1,August,8/31/2021,California State Board of Pharmacy,HSP/HPE,Hospital,N/A,Hospital Pharmacy Permit Application,30,0,0,1,280,0,0,,
6/30/2022,2022,Q1,July,7/31/2021,California State Board of Pharmacy,HSP/HPE,Hospital,N/A,Hospital Pharmacy Permit Application,30,0,0,2,191,0,0,,
6/30/2022,2022,Q1,September,9/30/2021,California State Board of Pharmacy,HSP/HPE,Hospital Pharmacy,Renewal Application Complete,Renewal Application Complete,0,0,0,0,0,26,5,,
6/30/2022,2022,Q1,September,9/30/2021,California State Board of Pharmacy,HSP/HPE,Hospital Pharmacy,Renewal Application Incomplete,Renewal Application Incomplete,0,0,0,0,0,0,0,,
6/30/2022,2022,Q1,August,8/31/2021,California State Board of Pharmacy,HSP/HPE,Hospital Pharmacy,Renewal Application Complete,Renewal Application Complete,0,0,0,0,0,39,5,,
6/30/2022,2022,Q1,August,8/31/2021,California State Board of Pharmacy,HSP/HPE,Hospital Pharmacy,Renewal Application Incomplete,Renewal Application Incomplete,0,0,0,0,0,0,0,,
6/30/2022,2022,Q1,July,7/31/2021,California State Board of Pharmacy,HSP/HPE,Hospital Pharmacy,Renewal Application Complete,Renewal Application Complete,0,0,0,0,0,48,8,,
6/30/2022,2022,Q1,July,7/31/2021,California State Board of Pharmacy,HSP/HPE,Hospital Pharmacy,Renewal Application Incomplete,Renewal Application Incomplete,0,0,0,0,0,0,0,,
6/30/2022,2022,Q1,September,9/30/2021,California State Board of Pharmacy,SCP/SCE,Hospital Satellite Sterile Compounding,N/A,Hospital Satellite Sterile Compounding Pharmacy License,45,0,0,0,0,0,0,The period of time measured for this application type includes a required pre-licensure inspection.,
6/30/2022,2022,Q1,August,8/31/2021,California State Board of Pharmacy,SCP/SCE,Hospital Satellite Sterile Compounding,N/A,Hospital Satellite Sterile Compounding Pharmacy License,45,0,0,0,0,0,0,The period of time measured for this application type includes a required pre-licensure inspection.,
6/30/2022,2022,Q1,July,7/31/2021,California State Board of Pharmacy,SCP/SCE,Hospital Satellite Sterile Compounding,N/A,Hospital Satellite Sterile Compounding Pharmacy License,45,0,0,0,0,0,0,The period of time measured for this application type includes a required pre-licensure inspection.,
6/30/2022,2022,Q1,September,9/30/2021,California State Board of Pharmacy,HYP,Hypodermic,Renewal Application Complete,Renewal Application Complete,0,0,0,0,0,36,2,,
6/30/2022,2022,Q1,September,9/30/2021,California State Board of Pharmacy,HYP,Hypodermic,Renewal Application Incomplete,Renewal Application Incomplete,0,0,0,0,0,2,63,,
6/30/2022,2022,Q1,August,8/31/2021,California State Board of Pharmacy,HYP,Hypodermic,Renewal Application Complete,Renewal Application Complete,0,0,0,0,0,27,2,,
6/30/2022,2022,Q1,August,8/31/2021,California State Board of Pharmacy,HYP,Hypodermic,Renewal Application Incomplete,Renewal Application Incomplete,0,0,0,0,0,0,0,,
6/30/2022,2022,Q1,July,7/31/2021,California State Board of Pharmacy,HYP,Hypodermic,Renewal Application Complete,Renewal Application Complete,0,0,0,0,0,11,3,,
6/30/2022,2022,Q1,July,7/31/2021,California State Board of Pharmacy,HYP,Hypodermic,Renewal Application Incomplete,Renewal Application Incomplete,0,0,0,0,0,0,0,,
6/30/2022,2022,Q1,September,9/30/2021,California State Board of Pharmacy,HYP/HYE,Hypodermic Needle and Syringe,N/A,Application For Hypodermic Needle And Syringe Permit,30,0,0,0,0,0,0,,
6/30/2022,2022,Q1,August,8/31/2021,California State Board of Pharmacy,HYP/HYE,Hypodermic Needle and Syringe,N/A,Application For Hypodermic Needle And Syringe Permit,30,0,0,0,0,0,0,,
6/30/2022,2022,Q1,July,7/31/2021,California State Board of Pharmacy,HYP/HYE,Hypodermic Needle and Syringe,N/A,Application For Hypodermic Needle And Syringe Permit,30,0,0,1,231,0,0,,
6/30/2022,2022,Q1,September,9/30/2021,California State Board of Pharmacy,INT,Intern Pharmacist,N/A,Application For Registration As An Intern Pharmacist,15,469,19,67,42,0,0,,
6/30/2022,2022,Q1,August,8/31/2021,California State Board of Pharmacy,INT,Intern Pharmacist,N/A,Application For Registration As An Intern Pharmacist,15,285,8,25,29,0,0,,
6/30/2022,2022,Q1,July,7/31/2021,California State Board of Pharmacy,INT,Intern Pharmacist,N/A,Application For Registration As An Intern Pharmacist,15,163,14,26,44,0,0,,
6/30/2022,2022,Q1,September,9/30/2021,California State Board of Pharmacy,LCF,Licensed Correctional Facility,N/A,Licensed Correctional Facility,30,0,0,0,0,0,0,,
6/30/2022,2022,Q1,August,8/31/2021,California State Board of Pharmacy,LCF,Licensed Correctional Facility,N/A,Licensed Correctional Facility,30,0,0,0,0,0,0,,
6/30/2022,2022,Q1,July,7/31/2021,California State Board of Pharmacy,LCF,Licensed Correctional Facility,N/A,Licensed Correctional Facility,30,0,0,0,0,0,0,,
6/30/2022,2022,Q1,September,9/30/2021,California State Board of Pharmacy,NSC,Non Resident Licensed Sterile Compounding,Renewal Application Complete,Renewal Application Complete,0,0,0,0,0,0,0,The period of time measured for this application type includes a required pre-licensure renewal inspection.,
6/30/2022,2022,Q1,September,9/30/2021,California State Board of Pharmacy,NSC,Non Resident Licensed Sterile Compounding,Renewal Application Incomplete,Renewal Application Incomplete,0,0,0,0,0,2,25,,
6/30/2022,2022,Q1,August,8/31/2021,California State Board of Pharmacy,NSC,Non Resident Licensed Sterile Compounding,Renewal Application Complete,Renewal Application Complete,0,0,0,0,0,0,0,The period of time measured for this application type includes a required pre-licensure renewal inspection.,
6/30/2022,2022,Q1,August,8/31/2021,California State Board of Pharmacy,NSC,Non Resident Licensed Sterile Compounding,Renewal Application Incomplete,Renewal Application Incomplete,0,0,0,0,0,1,15,,
6/30/2022,2022,Q1,July,7/31/2021,California State Board of Pharmacy,NSC,Non Resident Licensed Sterile Compounding,Renewal Application Complete,Renewal Application Complete,0,0,0,0,0,0,0,The period of time measured for this application type includes a required pre-licensure renewal inspection.,
6/30/2022,2022,Q1,July,7/31/2021,California State Board of Pharmacy,NSC,Non Resident Licensed Sterile Compounding,Renewal Application Incomplete,Renewal Application Incomplete,0,0,0,0,0,6,30,,
